Filename	Years	Punctuation	Contractions	Register
1+SP+IT+NA-SP-SP-SP+ON-IT-IT-IT+NNNN+1478015.txt	0.0	0.104	0.028	SP
1+LY+SL+LY-LY-LY-LY+OL-SL-SL-SL+NNNN+0189406.txt	0.0	0.012	0.017	LY
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+3073351.txt	0.0	0.07	0.023	SP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0188810.txt	0.011	0.063	0.006	NA
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0165224.txt	0.0	0.008	0.003	NA
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+3262233.txt	0.001	0.07	0.045	SP
1+SP+IT+OP-SP-SP-SP+OB-IT-IT-IT+NNNN+0592662.txt	0.0	0.102	0.049	SP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992255.txt	0.062	0.338	0.087	IN
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0034220.txt	0.0	0.088	0.347	LY
1+LY+SL+LY-LY-LY-LY+PO-SL-SL-SL+NNNN+0796546.txt	0.0	0.003	0.007	LY
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0108221.txt	0.003	0.028	0.005	NA
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0120533.txt	0.0	0.005	0.007	LY
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0136442.txt	0.006	0.153	0.031	NA
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+YYYY+0698314.txt	0.001	0.058	0.027	IP
1+SP+IT+NA-SP-SP-SP+DP-IT-IT-IT+NNNN+1472410.txt	0.0	0.081	0.008	SP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992296.txt	0.0	0.031	0.007	IN
1+LY+SL+LY-LY-LY-LY+PO-SL-SL-SL+NNNN+0240320.txt	0.0	0.023	0.016	LY
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+0464439.txt	0.0	0.092	0.051	SP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0069696.txt	0.0	0.003	0.001	LY
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+0336898.txt	0.002	0.165	0.034	SP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0246679.txt	0.0	0.003	0.002	NA
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9990483.txt	0.01	0.024	0.001	IN
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0068229.txt	0.0	0.036	0.017	OP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNYY+0755288.txt	0.0	0.024	0.006	IP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0111996.txt	0.001	0.032	0.006	NA
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+3094279.txt	0.0	0.091	0.036	SP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3203438.txt	0.014	0.09	0.044	OP
1+LY+SL+LY-LY-LY-LY+PO-SL-SL-SL+NNNN+0190811.txt	0.0	0.013	0.039	LY
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992914.txt	0.003	0.061	0.01	IN
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0160410.txt	0.0	0.016	0.002	NA
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0157531.txt	0.0	0.01	0.007	NA
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3235149.txt	0.001	0.26	0.076	OP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0198432.txt	0.002	0.031	0.007	NA
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+1466501.txt	0.001	0.157	0.115	SP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9990939.txt	0.009	0.353	0.044	IN
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0047145.txt	0.0	0.008	0.015	LY
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNN+0613231.txt	0.001	0.049	0.007	IP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0590361.txt	0.011	0.214	0.041	OP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNN+3143480.txt	0.001	0.022	0.006	IP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9990078.txt	0.009	0.092	0.006	IN
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNN+1775262.txt	0.001	0.482	0.151	IP
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+0587415.txt	0.0	0.088	0.05	SP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992653.txt	0.051	0.29	0.046	IN
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992121.txt	0.023	0.085	0.008	IN
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+0719905.txt	0.0	0.046	0.01	SP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+0716872.txt	0.001	0.045	0.01	IP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0686785.txt	0.0	0.057	0.007	OP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3176341.txt	0.0	0.033	0.017	OP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+0612396.txt	0.0	0.03	0.007	IP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9993940.txt	0.086	0.42	0.086	IN
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+0293494.txt	0.001	0.033	0.012	IP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9993001.txt	0.048	0.331	0.116	IN
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9993767.txt	0.001	0.111	0.024	IN
1+SP+IT+NA-SP-SP-SP+NE-IT-IT-IT+NNNN+3233614.txt	0.002	0.051	0.011	SP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992323.txt	0.004	0.074	0.007	IN
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3244388.txt	0.002	0.03	0.008	OP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0238210.txt	0.0	0.006	0.0	NA
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0194624.txt	0.001	0.03	0.009	NA
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0037110.txt	0.0	0.03	0.03	LY
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0189112.txt	0.0	0.036	0.02	NA
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3005345.txt	0.0	0.021	0.01	OP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0746563.txt	0.0	0.038	0.002	OP
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+0233665.txt	0.004	0.095	0.018	SP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9993799.txt	0.001	0.04	0.016	IN
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNN+1752435.txt	0.0	0.022	0.004	IP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NYYY+0629607.txt	0.002	0.048	0.024	IP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991415.txt	0.006	0.158	0.003	IN
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9993216.txt	0.176	0.255	0.05	IN
1+SP+IT+NA-SP-SP-SP+SR-IT-IT-IT+NNNN+3225120.txt	0.0	0.019	0.01	SP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991398.txt	0.078	0.271	0.066	IN
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0555996.txt	0.001	0.071	0.032	OP
1+SP+IT+NA-SP-SP-SP+NE-IT-IT-IT+NNNN+0184806.txt	0.005	0.18	0.056	SP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0261113.txt	0.0	0.004	0.007	LY
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992054.txt	0.029	0.296	0.02	IN
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0274495.txt	0.0	0.004	0.006	LY
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+1740171.txt	0.0	0.032	0.002	OP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0021410.txt	0.0	0.008	0.0	LY
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+0724590.txt	0.0	0.036	0.02	IP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9993362.txt	0.014	0.243	0.016	IN
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0208073.txt	0.001	0.021	0.001	NA
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992915.txt	0.0	0.137	0.004	IN
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0021389.txt	0.0	0.006	0.007	LY
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9990327.txt	0.017	0.171	0.022	IN
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNN+1764030.txt	0.0	0.047	0.009	IP
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+0794942.txt	0.0	0.012	0.002	SP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0136482.txt	0.0	0.036	0.009	NA
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9993174.txt	0.004	0.067	0.002	IN
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991763.txt	0.012	0.075	0.02	IN
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+1446792.txt	0.0	0.006	0.001	OP
1+LY+SL+LY-LY-LY-LY+PO-SL-SL-SL+NNNN+0230834.txt	0.0	0.014	0.002	LY
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+0407642.txt	0.0	0.04	0.018	IP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9990496.txt	0.009	0.047	0.028	IN
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0132627.txt	0.001	0.047	0.007	NA
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+3000155.txt	0.002	0.053	0.003	SP
1+SP+IT+NA-SP-SP-SP+MA-IT-IT-IT+NNNN+3197685.txt	0.027	0.825	0.031	SP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3192830.txt	0.0	0.012	0.001	OP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0139776.txt	0.0	0.013	0.007	NA
1+SP+IT+NA-SP-SP-SP+DP-IT-IT-IT+NNNN+0088465.txt	0.001	0.239	0.0	SP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0126124.txt	0.0	0.025	0.007	NA
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9993819.txt	0.005	0.033	0.003	IN
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0431838.txt	0.0	0.051	0.025	OP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNYY+0650444.txt	0.001	0.009	0.0	IP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0251328.txt	0.0	0.044	0.011	NA
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9993158.txt	0.0	0.006	0.014	IN
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992520.txt	0.0	0.014	0.001	IN
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0445834.txt	0.001	0.052	0.012	OP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNN+0524971.txt	0.0	0.015	0.005	IP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9993602.txt	0.0	0.017	0.002	IN
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3239789.txt	0.001	0.08	0.01	OP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0105575.txt	0.0	0.007	0.006	LY
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+0775724.txt	0.001	0.035	0.007	IP
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+3063838.txt	0.0	0.048	0.012	SP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+0609374.txt	0.002	0.036	0.009	IP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0119897.txt	0.001	0.038	0.004	NA
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0062511.txt	0.0	0.021	0.002	LY
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0063948.txt	0.0	0.003	0.013	LY
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0110910.txt	0.0	0.024	0.007	NA
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NYYY+0449167.txt	0.002	0.096	0.03	IP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9990055.txt	0.015	0.039	0.0	IN
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+0725009.txt	0.0	0.08	0.073	SP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9993212.txt	0.042	0.135	0.03	IN
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNYY+0625193.txt	0.0	0.008	0.004	IP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0102178.txt	0.0	0.004	0.014	LY
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0279214.txt	0.0	0.005	0.005	LY
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0244123.txt	0.004	0.106	0.028	NA
1+SP+IT+NA-SP-SP-SP+NE-IT-IT-IT+YNNN+0075665.txt	0.003	0.285	0.197	SP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0270581.txt	0.0	0.003	0.032	LY
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0134497.txt	0.001	0.032	0.002	NA
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNN+0149836.txt	0.001	0.107	0.018	IP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0139110.txt	0.0	0.011	0.007	LY
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0112445.txt	0.0	0.009	0.007	NA
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0213796.txt	0.0	0.004	0.007	LY
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0555213.txt	0.005	0.137	0.015	OP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNYY+0757510.txt	0.003	0.067	0.015	IP
1+SP+IT+NA-SP-SP-SP+NE-IT-IT-IT+NNNN+3318324.txt	0.0	0.049	0.017	SP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0176405.txt	0.0	0.029	0.004	LY
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0192709.txt	0.0	0.025	0.002	NA
1+SP+IT+SP-SP-SP-SP +IT-IT-IT-TA+NNNN+0128738.txt	0.0	0.046	0.021	SP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0236749.txt	0.0	0.01	0.0	NA
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+1452325.txt	0.0	0.038	0.005	OP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNN+1473650.txt	0.014	0.023	0.006	IP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0058713.txt	0.0	0.008	0.012	LY
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+0284311.txt	0.001	0.042	0.015	IP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0220711.txt	0.006	0.039	0.002	NA
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNN+0731679.txt	0.001	0.029	0.014	IP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNYY+1434087.txt	0.001	0.082	0.02	IP
1+LY+SL+LY-LY-LY-LY+PO-SL-SL-SL+NNNN+0428014.txt	0.0	0.051	0.024	LY
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0459978.txt	0.003	0.075	0.019	OP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0165550.txt	0.0	0.057	0.015	NA
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+0559505.txt	0.0	0.052	0.01	IP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0276708.txt	0.0	0.185	0.676	LY
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3322182.txt	0.031	0.059	0.015	OP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9990487.txt	0.027	0.072	0.019	IN
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9990493.txt	0.007	0.028	0.007	IN
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992284.txt	0.02	0.274	0.091	IN
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+1480659.txt	0.0	0.029	0.014	OP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9993826.txt	0.001	0.014	0.006	IN
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NYYY+0534212.txt	0.0	0.007	0.0	IP
1+SP+IT+NA-SP-SP-SP+NE-IT-IT-IT+NNNN+3354064.txt	0.001	0.074	0.012	SP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0221646.txt	0.0	0.015	0.016	LY
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+0234051.txt	0.001	0.104	0.097	SP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0145443.txt	0.001	0.062	0.007	NA
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+YYYY+0350012.txt	0.003	0.041	0.009	IP
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+0149200.txt	0.001	0.17	0.081	SP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0222879.txt	0.001	0.033	0.012	NA
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3187792.txt	0.003	0.177	0.067	OP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-AV+NYYN+0162730.txt	0.0	0.055	0.032	OP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992709.txt	0.004	0.023	0.005	IN
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+0643256.txt	0.001	0.046	0.012	IP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNYY+1433932.txt	0.001	0.021	0.002	IP
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+3363061.txt	0.0	0.025	0.014	SP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0417220.txt	0.0	0.017	0.01	OP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0242960.txt	0.0	0.022	0.004	NA
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3113736.txt	0.0	0.054	0.012	OP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+0008193.txt	0.0	0.007	0.001	IP
1+SP+IT+OP-SP-SP-SP+RV-IT-IT-IT+NNNN+3064752.txt	0.0	0.036	0.007	SP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNN+0579254.txt	0.001	0.071	0.002	IP
1+SP+IT+NA-SP-SP-SP+NE-IT-IT-IT+NNNN+1405999.txt	0.003	0.164	0.053	SP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0194131.txt	0.0	0.003	0.013	LY
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0093892.txt	0.0	0.015	0.005	LY
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0154315.txt	0.0	0.003	0.002	LY
1+SP+IT+NA-SP-SP-SP+NE-IT-IT-IT+NNNN+0478468.txt	0.002	0.073	0.019	SP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0078172.txt	0.0	0.029	0.013	LY
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNN+1450276.txt	0.0	0.012	0.002	IP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0105661.txt	0.001	0.048	0.012	NA
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0098730.txt	0.002	0.033	0.007	OP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNN+0106689.txt	0.0	0.016	0.006	IP
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+1456638.txt	0.0	0.015	0.024	SP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0235733.txt	0.004	0.139	0.026	NA
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+0626949.txt	0.003	0.038	0.001	IP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNYY+0326653.txt	0.003	0.047	0.006	IP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0187878.txt	0.003	0.039	0.009	NA
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0260083.txt	0.008	0.066	0.015	NA
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+3026976.txt	0.0	0.089	0.056	SP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0177547.txt	0.001	0.035	0.002	NA
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+0349162.txt	0.001	0.104	0.031	IP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0223186.txt	0.001	0.022	0.002	NA
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0590602.txt	0.003	0.073	0.005	OP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0183302.txt	0.0	0.047	0.017	LY
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0220672.txt	0.0	0.024	0.008	NA
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNN+0621535.txt	0.005	0.075	0.022	IP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3212452.txt	0.0	0.034	0.002	OP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0176315.txt	0.003	0.015	0.005	NA
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0245114.txt	0.0	0.005	0.003	LY
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0291351.txt	0.0	0.041	0.022	LY
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0244222.txt	0.0	0.013	0.007	LY
1+SP+IT+NA-SP-SP-SP+SR-IT-IT-IT+NNNN+0079206.txt	0.0	0.133	0.023	SP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992907.txt	0.004	0.038	0.002	IN
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0142846.txt	0.0	0.015	0.009	NA
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+1733614.txt	0.001	0.056	0.012	OP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3073148.txt	0.001	0.074	0.015	OP
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+0237767.txt	0.0	0.084	0.042	SP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0720794.txt	0.0	0.097	0.028	OP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0145442.txt	0.0	0.01	0.0	NA
1+SP+IT+NA-SP-SP-SP+NE-IT-IT-IT+NNNN+3278216.txt	0.001	0.075	0.022	SP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0207187.txt	0.004	0.276	0.078	NA
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0618551.txt	0.001	0.016	0.009	OP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992250.txt	0.052	0.296	0.032	IN
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0190531.txt	0.001	0.018	0.007	NA
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0213193.txt	0.0	0.007	0.022	LY
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0204465.txt	0.001	0.039	0.008	NA
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+3274130.txt	0.0	0.126	0.049	SP
1+SP+IT+NA-SP-SP-SP+NE-IT-IT-IT+NNNN+0621361.txt	0.008	0.357	0.198	SP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0107610.txt	0.0	0.004	0.023	LY
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+3226605.txt	0.0	0.028	0.011	SP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991925.txt	0.001	0.03	0.006	IN
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+3022418.txt	0.0	0.044	0.003	SP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992579.txt	0.036	0.11	0.009	IN
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9990408.txt	0.002	0.007	0.002	IN
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3238169.txt	0.0	0.045	0.012	OP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9990346.txt	0.022	0.219	0.017	IN
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+3343062.txt	0.003	0.061	0.021	SP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNYY+0172815.txt	0.0	0.045	0.009	IP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0134083.txt	0.0	0.003	0.002	LY
1+SP+IT+NA-SP-SP-SP+NE-IT-IT-IT+NNNN+3146870.txt	0.0	0.077	0.059	SP
1+LY+SL+LY-LY-LY-LY+OL-SL-SL-SL+NNNN+0345015.txt	0.0	0.015	0.007	LY
